gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
SCN1A,1,HEART,"","","","","",EFO_0000289,0.60697496344211,"bipolar disorder: A disorder of the brain that causes unusual shifts in mood, energy, activity levels and the ability to carry out day-to-day tasks. Often these moods range and shift from periods of elation and energized behavior to those of hopelessness and depression.",ENSG00000144285
COL4A1,1,HEART,"","","","","",Orphanet_36383,0.606723202828888,Familial vascular leukoencephalopathy: NA,ENSG00000187498
ADRA1B,1,HEART,"","","","","",EFO_0007214,0.606613528386017,"common cold: An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.",ENSG00000170214
SIGMAR1,1,COLON,"","","","","",HP_0012735,0.606612205518896,"Cough: A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation.",ENSG00000147955
ADAMTS17,1,LUNG,"","","","","",EFO_0004314,0.606551768497357,"forced expiratory volume: Measure of the maximum amount of air that can be expelled in a given number of seconds during aÂ FORCED VITAL CAPACITYÂ determination . It is usually given asÂ FEVÂ followed by a subscript indicating the number of seconds over which the measurement is made, although it is sometimes given as a percentage of forced vital capacity.",ENSG00000140470
ADRA1B,1,HEART,"","","","","",EFO_0003956,0.606429478788636,seasonal allergic rhinitis: Allergic rhinitis caused by outdoor allergens.,ENSG00000170214
VEGFA,1,HEART,"","","","","",EFO_1001951,0.606396670240082,colorectal carcinoma: A malignant epithelial neoplasm that arises from the colon or rectum and invades through the muscularis mucosa into the submucosa. The vast majority are adenocarcinomas.,ENSG00000112715
SCN4B,1,COLON,"","","","","",Orphanet_768,0.606390133647948,Familial long QT syndrome: A hereditary cardiac disease characterized by a prolongation of the QT interval at basal ECG and by a high risk of life-threatening arrhythmias.,ENSG00000177098
SIGMAR1,1,COLON,"","","","","",HP_0002315,0.606386381488296,"Headache: Cephalgia, or pain sensed in various parts of the head, not confined to the area of distribution of any nerve.",ENSG00000147955
SIGMAR1,1,COLON,"","","","","",HP_0001742,0.606358462284564,Nasal congestion: Reduced ability to pass air through the nasal cavity often leading to mouth breathing.,ENSG00000147955
VEGFA,1,HEART,"","","","","",EFO_0009322,0.60630058570607,"proliferative diabetic retinopathy: Advanced retinopathy due to diabetes mellitus characterized by the formation of new vessels in the retina. The new vessels are abnormal and fragile. If hemorrhage occurs due to the vascular fragility, there is increased risk of vision loss or blindness.",ENSG00000112715
SIGMAR1,1,COLON,"","","","","",EFO_0007214,0.606211513506787,"common cold: An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.",ENSG00000147955
FGG,1,LUNG,"","","","","",HP_0011900,0.606007294952697,Hypofibrinogenemia: Decreased concentration of fibrinogen in the blood.,ENSG00000171557
SCN1A,1,HEART,"","","","","",MONDO_0005277,0.605773891023161,"migraine disorder: A common, severe type of vascular headache often associated with increased sympathetic activity, resulting in nausea, vomiting, and light sensitivity.",ENSG00000144285
KLF11,1,COLON,"","","","","",Orphanet_552,0.605678943751575,"MODY: MODY (maturity-onset diabetes of the young) is a rare, familial, clinically and genetically heterogeneous form of diabetes characterized by young age of onset (generally 10-45 years of age) with maintenance of endogenous insulin production, lack of pancreatic beta-cell autoimmunity, absence of obesity and insulin resistance and extra-pancreatic manifestations in some subtypes.",ENSG00000172059
MME,1,SPLEEN,"","","","","",EFO_0003144,0.605619733629956,"heart failure: Inability of the heart to pump blood at an adequate rate to meet tissue metabolic requirements. Clinical symptoms of heart failure include: unusual dyspnea on light exertion, recurrent dyspnea occurring in the supine position, fluid retention or rales, jugular venous distension, pulmonary edema on physical exam, or pulmonary edema on chest x-ray presumed to be cardiac dysfunction.",ENSG00000196549
SCN7A,1,LUNG,"","","","","",EFO_0000289,0.605127064168686,"bipolar disorder: A disorder of the brain that causes unusual shifts in mood, energy, activity levels and the ability to carry out day-to-day tasks. Often these moods range and shift from periods of elation and energized behavior to those of hopelessness and depression.",ENSG00000136546
ADRA1B,1,HEART,"","","","","",EFO_0000612,0.605114839507646,myocardial infarction: NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,ENSG00000170214
VEGFA,1,HEART,"","","","","",MONDO_0007254,0.604983818186633,breast cancer: A primary or metastatic malignant neoplasm involving the breast. The vast majority of cases are carcinomas arising from the breast parenchyma or the nipple. Malignant breast neoplasms occur more frequently in females than in males.,ENSG00000112715
FLT4,1,LUNG,"","","","","",EFO_0000681,0.604697783261925,renal cell carcinoma: A carcinoma that arises from glandular epithelial cells of the kidney,ENSG00000037280
SLC18A2,1,ADRNL,"","","","","",EFO_0003888,0.604624727222427,"attention deficit hyperactivity disorder: A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity. Although most individuals have symptoms of both inattention and hyperactivity-impulsivity, one or the other pattern may be predominant. The disorder is more frequent in males than females. Onset is in childhood. Symptoms often attenuate during late adolescence although a minority experience the full complement of symptoms into mid-adulthood. (From DSM-IV)",ENSG00000165646
COL4A1,1,HEART,"","","","","",Orphanet_75326,0.604500263285692,Retinal arterial tortuosity: NA,ENSG00000187498
GABRA6,1,CORTEX,"","","","","",EFO_0000474,0.604475564377477,"epilepsy: A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy) (MeSH).",ENSG00000145863
PELO,1,HEART,"","","","","",EFO_0007986,0.604186214259762,reticulocyte count: The number of reticulocytes per unit volume of blood. Reticulocytes are immature red blood cells and typically compose aoubt 1% of red blood cells in the human body.,ENSG00000152684
SGCB,1,LUNG,"","","","","",Orphanet_102015,0.604175085745099,Autosomal recessive limb-girdle muscular dystrophy: Autosomal recessive form of limb-girdle muscular dystrophy.,ENSG00000163069
GSR,1,KIDNEY,"","","","","",Orphanet_90030,0.603977666350803,Hemolytic anemia due to glutathione reductase deficiency: Haemolytic anaemia due to glutathione reductase (GSR) deficiency is characterised by nearly complete absence of GSR activity in erythrocytes.,ENSG00000104687
SCN7A,1,LUNG,"","","","","",HP_0001250,0.603934945717847,Seizure: A seizure is an intermittent abnormality of nervous system physiology characterised by a transient occurrence of signs and/or symptoms due to abnormal excessive or synchronous neuronal activity in the brain.,ENSG00000136546
GRIN2D,1,HIPPOC,"","","","","",EFO_0003843,0.603358441504188,pain: An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS.,ENSG00000105464
SIGMAR1,1,COLON,"","","","","",HP_0001945,0.603103452968765,Fever: Body temperature elevated above the normal range.,ENSG00000147955
NPC1L1,1,COLON,"","","","","",EFO_0001645,0.603038909034961,coronary artery disease: Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC),ENSG00000015520
GLI1,1,LUNG,"","","","","",Orphanet_93339,0.603021505085156,"Polydactyly of a biphalangeal thumb: Polydactyly of a biphalangeal thumb or PPD1 is the most common form of preaxial polydactyly of fingers, a limb malformation syndrome, that is characterized by the duplication of one or more skeletal components of a biphalangeal thumb. Hands are preferentially affected (in bilateral), and the right hand is more commonly involved than the left.",ENSG00000111087
KDR,1,HEART,"","","","","",Orphanet_91415,0.60287713795442,Familial capillary hemangioma: NA,ENSG00000128052
DOCK8,1,SPLEEN,"","","","","",Orphanet_178469,0.602825807419047,Autosomal dominant non-syndromic intellectual disability: Autosomal dominant form of non-syndromic intellectual disability.,ENSG00000107099
SRSF2,1,COLON,"","","","","",EFO_0000616,0.602318113651058,"neoplasm: A benign or malignant tissue growth resulting from uncontrolled cell proliferation. Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant cells exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia. Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias.",ENSG00000161547
GRIN2D,1,HIPPOC,"","","","","",EFO_0007328,0.60223890023069,"influenza: A viral infectious disease that results_in infection, located_in respiratory tract, has_material_basis_in Influenzavirus A, has_material_basis_in Influenzavirus B, or has_material_basis_in Influenzavirus C, which are transmitted_by droplet spread of oronasal secretions during coughing, sneezing, or talking from an infected person. It is a highly contagious disease that affects birds and mammals and has_symptom chills, has_symptom fever, has_symptom sore throat, has_symptom runny nose, has_symptom muscle pains, has_symptom severe headache, has_symptom cough, and has_symptom weakness.",ENSG00000105464
VEGFA,1,HEART,"","","","","",EFO_0003060,0.601805896912547,"non-small cell lung carcinoma: A group of at least three distinct histological types of lung cancer, including non-small cell squamous cell carcinoma, adenocarcinoma, and large cell carcinoma. Non-small cell lung carcinomas have a poor response to conventional chemotherapy.",ENSG00000112715
GRIN2D,1,HIPPOC,"","","","","",MONDO_0004975,0.601768424924045,"Alzheimer disease: A progressive, neurodegenerative disease characterized by loss of function and death of nerve cells in several areas of the brain leading to loss of cognitive function such as memory and language.",ENSG00000105464
MYBPC3,1,HEART,"","","","","",EFO_0000407,0.601672797719662,dilated cardiomyopathy: An intrinsic cardiomyopathy that results in damage to the myocardium causing the heart to pump blood inefficiently.,ENSG00000134571
CSK,1,SPLEEN,"","","","","",EFO_0000311,0.601390660819542,"cancer: A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",ENSG00000103653
PDE5A,1,ADRNL,"","","","","",EFO_0000284,0.601337714306488,benign prostatic hyperplasia: A disease caused by hyperplastic process of non-transformed prostatic cells.,ENSG00000138735
